49,594.978,401,218.091,394.573,588.624,37,230.578,37,
50,587.98,388.148,209.086,387.711,581.729,30,221.578,30,
51,576.077,362.708,188.948,367.773,557.54,9,201.476,9,
52,569.122,328.951,176.976,335.678,
53,568.161,309.985,171.95,319,
54,561.12,264.231,161.995,275.583,
55,558,216.671,153.984,226.448,
56,559.055,148.303,152.087,168.042,
57,559.984,108.27,146.963,131.264,
58,563.99,80.5666,142.914,102.561,
59,569.985,56.4619,139.935,78.8745,591.513,467.258,169.159,496.792,
60,578.872,32.3068,133.779,58.6372,601.5,464.091,163.735,487.034,
61,582.821,7.23788,122.644,35.0044,622.331,458.838,153.997,483.383,
62,636.615,462.048,117.894,504.68,
63,
64,
65,
66,
67,
68,
69,
70,627.727,466.83,96.6437,516.445,
71,614.845,448.683,123.096,470,
72,597.883,417.814,144.929,445.881,560.595,-8.39542,121.924,6.9233,
73,592.102,405.319,157.033,432.67,555.537,-12.6286,127.463,9.80575,
74,579.593,380.501,177.612,408.658,546.118,-2.12163,149.855,11.7162,
75,564.393,366.211,190.734,395.907,532.87,5.89944,165.709,38.0219,
76,189.236,386.916,536.028,360.346,171.22,43.1372,506.738,25.5534,
77,524.539,341.451,200.847,369.72,496.837,24.813,179.065,58.2122,
78,516.352,332.312,204.974,357.668,489.704,27.7219,189.337,59.2917,
79,213.871,353.706,515.58,332.889,198.127,53.2876,495.302,42.91,
80,508.944,323.089,210.911,340.46,493.46,27.6352,195.881,53.67,
81,511.682,315.355,210.017,336.491,491.057,20.4079,194.81,46.3262,
82,509.12,322.447,205.115,340.348,493.346,21.4702,189.795,48.0275,
83,501.111,338.28,197.093,358.943,485.383,38.1761,181.397,59.4329,
84,494.143,365.89,190.101,384.093,478.227,62.1871,174.344,83.4366,
85,482.197,125.994,165.982,139.071,487.497,429.656,192.306,439.964,
86,480.789,162.019,163.393,172.683,486.101,466.37,179.065,471.729,
87,478.837,196.053,156.668,204.354,
88,473.387,246.437,153,260.483,
89,480.571,287.072,161.752,304.177,
90,490.523,344.377,166.729,359.501,468.342,27.179,155.887,49.028,
91,472.653,375.626,144,387,455.889,55.7523,144,72.0977,
92,458,84.7564,131.271,83.2413,458,406.663,136.819,401.057,
93,476.549,110.646,145.77,101.867,465.685,421.745,140.286,416.065,
94,488.742,123.499,159.467,111,483.104,446.505,148.159,434.809,
95,516.534,145.069,189.265,122.784,505.318,466.27,172.178,448.811,
96,560.98,165.379,235.88,133.817,539.168,477.315,213.055,460.224,
97,260.817,468.124,292.116,129.757,580.709,473.708,597.055,161.807,
98,370.579,116.438,34.0865,84.8607,335.124,453.763,11.4711,408.277,
99,429.188,115.751,86.3687,79.4348,387.615,454.333,52.5431,401.263,
100,470.462,117.551,128.122,82.2819,434.861,456.264,88.9305,401.474,
